data,ticker,nome,setor,industria,preco_atual,market_cap,pl,pl_forward,pvp,psr,ev_ebitda,roe,roa,margem_liquida,margem_bruta,margem_ebitda,dividend_yield,payout_ratio,divida_patrimonio,lpa,lpa_forward,beta,volume_medio
2026-08-24,POMO4,MARCOPOLO   PN      N2,Industrials,Farm & Heavy Construction Machinery,4.44,5511817728.0,4.625,4.54206,1.2997658,0.6054586,5.118,0.2832,0.08765,0.13189,0.24496001,0.16073999,24.03,0.9789,80.724,0.96,0.97753,0.143,10060681
2026-08-24,POSI3,POSITIVO TECON      NM,Technology,Computer Hardware,3.42,473569920.0,38.0,2.0279405,0.30582136,0.13618906,3.928,0.00815,0.03743,0.00269,0.24993,0.088190004,13.33,2.0133,78.396,0.09,1.68644,0.114,821595
2026-08-24,PRIO3,PRIO        ON      NM,Energy,Oil & Gas E&P,61.62,49141239808.0,12.891212,6.7791314,1.7432387,2.3004527,5.701,0.14225,0.065910004,0.18111,0.33007,0.59066004,,0.0,90.248,4.78,9.08966,0.071,7877017
2026-08-24,PRNR3,PRINER      ON      NM,Industrials,Engineering & Construction,16.45,937767744.0,23.169016,4.7000003,1.6946535,0.5462546,6.02,0.12191,0.060159996,0.020610001,0.20512,0.16287,0.65,0.0,174.675,0.71,3.5,0.563,420409
2026-08-24,PSSA3,PORTO SEGUROON      NM,Financial Services,Insurance - Diversified,47.59,30504824832.0,8.378521,7.639887,1.9359694,0.672975,3.109,0.24169001,0.06057,0.08127,0.41588002,0.117060006,4.4,0.53029996,6.366,5.68,6.22915,0.426,1473587
2026-08-24,QUAL3,QUALICORP   ON      NM,Healthcare,Healthcare Plans,1.63,461080512.0,11.642857,3.3271418,0.35581753,0.33633882,3.914,0.02096,0.05325,0.01903,0.87649,0.23667999,0.56,0.066300005,89.428,0.14,0.48991,0.487,3298507
2026-08-24,RADL3,RAIADROGASILON      NM,Healthcare,Pharmaceutical Retailers,18.32,32033181696.0,21.55294,15.695144,4.3639827,0.68838453,10.407,0.19993,0.077989995,0.02885,0.30298,0.08294,2.39,0.5186,117.862,0.85,1.16724,0.013,10845785
2026-08-24,RAIL3,RUMO S.A.   ON      NM,Industrials,Railroads,14.24,26425446400.0,21.575756,11.418034,1.8263434,1.8360935,6.701,0.0881,0.07068,0.085260004,0.4582,0.52243,0.76,0.16409999,201.104,0.66,1.24715,-0.087,11531715
2026-08-24,RANI3,IRANI       ON      NM,Consumer Cyclical,Packaging & Containers,7.83,1799002112.0,13.736842,5.514085,1.2266959,1.0637486,6.185,0.09207,0.043959998,0.07654,0.32132,0.27926,4.62,0.8362,137.965,0.57,1.42,-0.059,568362
2026-08-24,RAPT4,RANDON PART PN      N1,Industrials,Farm & Heavy Construction Machinery,4.73,1649293184.0,,3.709804,0.530626,0.12623008,4.619,-0.01442,0.052249998,-0.026500002,0.2613,0.14657,0.88,0.0,211.467,-0.79,1.275,,2418346
2026-08-24,RCSL4,RECRUSUL    PN,Industrials,Specialty Industrial Machinery,0.75,95466880.0,12.5,,-4.213483,158.05775,-7.153,,-0.14183,0.0,-0.08113,0.0,,0.0,,0.06,,0.087,5291182
2026-08-24,RDOR3,REDE D OR   ON      NM,Healthcare,Medical Care Facilities,34.52,75143192576.0,15.690909,12.837391,3.840249,1.3002275,7.223,0.19779,0.063540004,0.083450004,0.23066,0.21804,2.14,1.5008999,250.501,2.2,2.68902,0.617,7027923
2026-08-24,RECV3,PETRORECSA  ON  EJ  NM,Energy,Oil & Gas E&P,10.51,3079525120.0,6.182353,6.408341,0.695704,1.0323744,3.482,0.11252,0.05056,0.16734,0.32072,0.44928002,6.48,0.8032,72.213,1.7,1.64005,-0.22,2201804
2026-08-24,RENT3,LOCALIZA    ON      NM,Industrials,Rental & Leasing Services,33.7,37225525248.0,10.698413,7.316719,1.402764,0.80308115,8.332,0.13011,0.06274,0.07387,0.21166,0.19107,6.31,0.6625,171.495,3.15,4.60589,0.244,8506287
2026-08-24,RIAA3,RIACHUELO   ON      NM,Consumer Cyclical,Apparel Manufacturing,6.82,3424070144.0,2.2287583,5.1086144,0.6337112,0.32089534,4.968,0.28024,0.043530002,0.14353,0.61252,0.11246,49.45,1.101,67.989,3.06,1.335,0.564,1207532
2026-08-24,SANB11,SANTANDER BRUNT,Financial Services,Banks - Regional,29.65,159323684864.0,14.491691,6.497363,0.87216145,3.2995284,,0.11151,0.01112,0.28664,0.0,0.0,7.24,,,2.046,4.56339,0.178,4653232
2026-08-24,SAPR11,SANEPAR     UNT     N2,Utilities,Utilities - Regulated Water,33.2,10034401280.0,41.03832,6.2464724,0.81264997,1.3303572,4.333,0.03812,0.059120003,0.06036,0.57507,0.38646,3.32,,59.898,0.809,5.315,0.146,1265457
2026-08-24,SAUD3,BRADSAUDE   ON      NM,Healthcare,Healthcare Plans,13.93,40723902464.0,12.327434,9.245555,2.1769025,3.811605,15.806,0.10538,0.050329998,0.09865,0.29356,0.16408001,4.19,0.5155,1.095,1.13,1.50667,0.488,4630704
2026-08-24,SBFG3,GRUPO SBF   ON      NM,Consumer Cyclical,Specialty Retail,8.18,1886831616.0,4.5444446,3.606877,0.5514731,0.22546,5.879,0.13704,0.04632,0.05005,0.48824,0.09478,6.62,0.3016,99.91,1.8,2.26789,0.56,2118521
2026-08-24,SBSP3,SABESP      ON      NM,Utilities,Utilities - Regulated Water,23.86,83908599808.0,10.025209,9.656401,1.8610094,2.0528066,7.758,0.18792,0.0777,0.1967,0.35729998,0.37222,5.97,0.2923,114.009,2.38,2.4709,0.087,16163342
2026-08-24,SEER3,SER EDUCA   ON      NM,Consumer Defensive,Education & Training Services,11.75,1504475520.0,5.5424533,4.70237,1.0606607,0.65608686,4.05,0.19143999,0.096499994,0.11847,0.59962004,0.27454,3.65,0.22540002,91.701,2.12,2.49874,0.173,706087
2026-08-24,SIMH3,SIMPAR      ON      NM,Industrials,Rental & Leasing Services,6.24,3642657792.0,,1.987261,0.6259404,0.08073991,4.107,-0.0023100001,0.06028,-0.00404,0.26711,0.28645,2.8,1.3987,605.131,-0.07,3.14,0.22,2482560
2026-08-24,SLCE3,SLC AGRICOLAON      NM,Consumer Defensive,Farm Products,15.74,7807296512.0,25.387096,11.174691,1.4400731,0.88688207,8.138,0.069749996,0.06406,0.044120003,0.35002,0.26127002,8.12,1.2901,181.777,0.62,1.40854,0.09,3116607
2026-08-24,SMFT3,SMART FIT   ON      NM,Consumer Cyclical,Leisure,17.6,10801305600.0,16.0,8.704382,1.784447,1.3415158,8.496,0.11691,0.0598,0.085260004,0.43198,0.31749,6.38,0.9437,224.303,1.1,2.02197,0.339,6146395
2026-08-24,SMTO3,SAO MARTINHOON      NM,Basic Materials,Specialty Chemicals,19.27,6219841024.0,7.8653064,9.984456,0.84328914,0.87571347,4.299,0.11342,0.03453,0.114250004,0.258,0.43493,1.18,0.2745,165.268,2.45,1.93,-0.193,1848740
2026-08-24,SOJA3,BOA SAFRA   ON      NM,Basic Materials,Agricultural Inputs,6.66,939472256.0,22.965517,6.856366,0.7057327,0.35526565,9.57,0.04632,0.02466,0.0089300005,0.12087,0.07085,6.88,1.0341,146.554,0.29,0.97136,,778576
2026-08-24,SUZB3,SUZANO S.A. ON      NM,Basic Materials,Paper & Paper Products,46.32,57045893120.0,7.050228,6.3517222,1.3066659,1.1927946,6.485,0.17604999,0.03154,0.1708,0.29057,0.41513002,2.49,0.1707,199.419,6.57,7.29251,0.023,6134682
2026-08-24,SYNE3,SYN PROP TECON      NM,Real Estate,Real Estate Services,3.59,547993536.0,9.972221,11.966666,0.79092306,1.6257076,11.327,0.04381,0.03076,0.16156,0.55615,0.47799,71.3,7.2436,50.207,0.36,0.3,0.272,361140
2026-08-24,TAEE11,TAESA       UNT EDJ N2,Utilities,Utilities - Regulated Electric,37.78,39045627904.0,39.76842,8.724589,1.6352146,8.707,9.573,0.20858999,0.068959996,0.36476,0.61164004,0.55325,10.32,0.0,136.483,0.95,4.33029,-0.004,1819537
2026-08-24,TEND3,TENDA       ON  ED  NM,Real Estate,Real Estate - Development,31.02,3804395008.0,6.5720344,4.556752,2.4707289,0.7939818,5.296,0.406,0.07182,0.12081,0.32345,0.16493,4.69,0.2611,78.655,4.72,6.80748,0.424,2532965
2026-08-24,TFCO4,TRACK FIELD PN      N2,Consumer Cyclical,Apparel Retail,12.65,1919732992.0,13.457446,8.322369,3.4069483,1.7695284,8.856,0.26393,0.15277,0.13231,0.56788,0.22587,2.44,0.3375,30.236,0.94,1.52,0.155,570176
2026-08-24,TGMA3,TEGMA       ON      NM,Industrials,Trucking,34.7,2288040704.0,9.012987,6.830709,2.301519,0.913052,6.22,0.25561002,0.14786,0.10135999,0.18755,0.14718,14.49,0.9974,22.558,3.85,5.08,0.156,215379
2026-08-24,TIMS3,TIM         ON      NM,Communication Services,Telecom Services,18.58,44381474816.0,10.322223,8.7926855,1.8174704,1.6195987,4.919,0.17254,0.07748,0.15785,0.54575,0.41502997,8.62,0.88199997,65.949,1.8,2.11312,0.114,7149339
2026-08-24,TOTS3,TOTVS       ON      NM,Technology,Software - Application,31.92,18200958976.0,21.0,15.083855,3.3522367,2.761203,14.878,0.17014,0.07394,0.21629,0.70824,0.21874,2.58,0.4468,92.106,1.52,2.11617,0.348,6372056
2026-08-24,TTEN3,3TENTOS     ON      NM,Basic Materials,Agricultural Inputs,11.04,5524862464.0,,5.4925375,1.1036688,0.3024164,18.806,0.121350005,0.017380001,0.03194,0.14756,0.02736,3.3,0.1302,103.287,-105102.71,2.01,0.127,1665360
2026-08-24,TUPY3,TUPY        ON      NM,Industrials,Metal Fabrication,14.96,1961951104.0,,5.2862935,0.8572574,0.20952071,7.841,-0.28198,0.01312,-0.08258,0.107939996,0.052470002,,0.0,171.506,-5.85,2.82996,0.024,827860
2026-08-24,UGPA3,ULTRAPAR    ON      NM,Energy,Oil & Gas Refining & Marketing,34.72,36942716928.0,10.585366,12.69846,2.2529364,0.24104911,5.407,0.19804001,0.09726,0.02256,0.08392,0.059609998,5.78,0.3966,97.688,3.28,2.73419,0.257,8643910
2026-08-24,UNIP6,UNIPAR      PNB,Basic Materials,Chemicals,58.88,6572312576.0,26.16889,11.130435,3.5095665,1.2557523,10.41,0.107650004,0.04476,0.05093,0.26674,0.16420001,17.23,4.5269,184.54,2.25,5.29,0.277,153507
2026-08-24,USIM5,USIMINAS    PNA     N1,Basic Materials,Steel,7.12,8764311552.0,,6.2232323,0.4223514,0.35366073,5.164,-0.08073,0.01642,-0.09363,0.098179996,0.08282,,0.0,27.334,-1.91,1.1441,1.321,12405610
2026-08-24,VALE3,VALE        ON  EDJ NM,Basic Materials,Other Industrial Metals & Mining,77.13,328246951936.0,29.665384,9.378092,1.669336,1.5052435,5.228,0.041149996,0.07915,0.04755,0.34924,0.35463002,8.35,1.5505,54.603,2.6,8.224487,0.748,17212010
2026-08-24,VAMO3,VAMOS       ON      NM,Industrials,Rental & Leasing Services,2.82,3445308160.0,10.071428,4.7187963,1.1543185,0.55599755,3.986,0.10701,0.07316,0.050970003,0.49792,0.60323,5.11,0.5011,483.858,0.28,0.59761,0.218,12480340
2026-08-24,VBBR3,VIBRA       ON      NM,Consumer Cyclical,Specialty Retail,33.86,40503771136.0,7.967059,10.381567,1.8582953,0.1985732,5.465,0.22621,0.09709,0.02479,0.06453,0.051620003,5.71,0.367,92.73,4.25,3.26155,0.145,8604193
2026-08-24,VIVA3,VIVARA S.A. ON      NM,Consumer Cyclical,Luxury Goods,21.6,5078917120.0,8.674699,6.7631884,1.6755877,1.6087168,7.696,0.19703,0.10378,0.18556,0.69843,0.24306999,6.31,0.28,39.643,2.49,3.19376,0.233,2906065
2026-08-24,VIVT3,TELEF BRASILON,Communication Services,Telecom Services,29.42,94014734336.0,14.281554,9.648749,1.3473781,1.521913,5.218,0.09872,0.05509,0.10682,0.48257,0.32598,4.48,1.1794,30.209,2.06,3.0491,0.214,5306668
2026-08-24,VLID3,VALID       ON  ED  NM,Industrials,Specialty Business Services,17.33,1355259392.0,6.0173607,9.95977,0.81159556,0.669454,4.205,0.13442001,0.07533,0.111540005,0.35185,0.18456,10.77,0.5857,41.23,2.88,1.74,-0.095,286417
2026-08-24,VTRU3,VITRUEDUCA  ON      NM,Consumer Defensive,Education & Training Services,13.42,2003732736.0,1.8383561,3.9791377,0.48183256,0.85346395,4.839,0.32387,0.06368,0.46562,0.65349,0.31354,0.19,0.0034,55.839,7.3,3.37259,0.425,578590
2026-08-24,VULC3,VULCABRAS   ON      NM,Consumer Cyclical,Footwear & Accessories,13.55,4256230144.0,4.457237,5.940455,1.6984206,1.1393992,6.106,0.37129003,0.114479996,0.24891001,0.40942,0.21521,57.06,1.4783,36.562,3.04,2.28097,-0.02,1067742
2026-08-24,WEGE3,WEG         ON  ATZ NM,Industrials,Electrical Equipment & Parts,49.07,205889372160.0,32.932884,26.559067,10.9165745,5.130537,24.153,0.30791,0.11213,0.15584,0.33138,0.2116,0.85,1.232,28.897,1.49,1.84758,-0.054,7706896
2026-08-24,YDUQ3,YDUQS PART  ON      NM,Consumer Defensive,Education & Training Services,8.88,2259505152.0,21.142859,4.1936445,0.7756136,0.40658998,4.611,0.03751,0.073860005,0.02043,0.57973,0.24763,14.48,1.3572999,171.535,0.42,2.11749,0.098,3707734
